Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Cataldo (Idaho),Old Mission, 1913",1913,"12 mi. W. of Kellogg, close up of a church",church; | Churches;,Cataldo,47.548611,-116.357433,8-X00322,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/442,442,"Cataldo (Idaho),Old Mission, 1913 | 1913 | 12 mi. W. of Kellogg, close up of a church | church; | Churches; | Cataldo"
"Puritan Mine, Sunset (Idaho), 1915",1915,Birdseye View of a mine,; mine structures; | Mine buildings;,,47.537001,-115.858001,8-X00323,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/443,443,"Puritan Mine, Sunset (Idaho), 1915 | 1915 | Birdseye View of a mine | ; mine structures; | Mine buildings; |"
"Little Pittsburg, Kellogg (Idaho)",,A snow covered setting shows a few buildings of Beebe Bros. Mine located in a gulch. A horse is pictured in front of one of the buildings.,mines (extracting complexes); mine buildings; silver mines; | Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings;,Kellogg (Masonia),47.479704,-116.199539,8-X00003a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/444,444,"Little Pittsburg, Kellogg (Idaho) |  | A snow covered setting shows a few buildings of Beebe Bros. Mine located in a gulch. A horse is pictured in front of one of the buildings. | mines (extracting complexes); mine buildings; silver mines; | Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings; | Kellogg (Masonia)"
"Black Bear (Idaho), 1894",1894-03-24,"Image shows people gathered on the remains of a snow slide on March 29 in  Black Bear, Idaho [1894].",avalanches; groups of people; |,Black Bear (Burke),47.518613,-115.835813,8-X00036,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/445,445,"Black Bear (Idaho), 1894 | 1894-03-24 | Image shows people gathered on the remains of a snow slide on March 29 in  Black Bear, Idaho [1894]. | avalanches; groups of people; |  | Black Bear (Burke)"
"Burke (Idaho), 1917",1917,Photograph of a logging town in a valley,lumber camps; valleys (landforms); | Lumber camps; Valley;,Burke,47.520056,-115.823056,8-X00298,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/446,446,"Burke (Idaho), 1917 | 1917 | Photograph of a logging town in a valley | lumber camps; valleys (landforms); | Lumber camps; Valley; | Burke"
"Wallace (Idaho), 1913",1913,Heaps of snow on the sides of the road,ice and snow activities; | Snow;,Wallace,47.472586,-115.926912,8-X00325b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/447,447,"Wallace (Idaho), 1913 | 1913 | Heaps of snow on the sides of the road | ice and snow activities; | Snow; | Wallace"
"Vestals Placer Mining, Murray (Idaho)",,Men standing next to a waterfall,waterfalls (natural bodies of water); | Waterfalls;,Murray,47.633033,-115.854033,8-X00324,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/448,448,"Vestals Placer Mining, Murray (Idaho) |  | Men standing next to a waterfall | waterfalls (natural bodies of water); | Waterfalls; | Murray"
"Wallace (Idaho), Pine Street, 1913",1913,Showing sidewalk,sidewalks; | ;,Wallace,47.472596,-115.926762,8-X00325a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/449,449,"Wallace (Idaho), Pine Street, 1913 | 1913 | Showing sidewalk | sidewalks; | ; | Wallace"
"Pittsburg Consolidated Mill, Wallace (Idaho), 1906",1906,In 9 Mile Canyon,canyons; | Canyons;,Wallace,47.477557,-115.920632,8-X00326,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/450,450,"Pittsburg Consolidated Mill, Wallace (Idaho), 1906 | 1906 | In 9 Mile Canyon | canyons; | Canyons; | Wallace"
"Standard Mine, Mace (Idaho), 1909",1909,"Distant image of the Standard Mine, showing assorted buildings, railroad tracks and Canyon Creek running in between.",buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees;,Mace (Burke),47.524033,-115.811033,8-X00275,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/451,451,"Standard Mine, Mace (Idaho), 1909 | 1909 | Distant image of the Standard Mine, showing assorted buildings, railroad tracks and Canyon Creek running in between. | buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees; | Mace (Burke)"
"Pittsburg Consolidated Mine, Wallace (Idaho), 1907",1907,Far view of the mine covered in snow,mines (buildings); snowfields; | Mine Buildings; Snow;,Wallace,47.479714,-116.199549,8-X00327,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/452,452,"Pittsburg Consolidated Mine, Wallace (Idaho), 1907 | 1907 | Far view of the mine covered in snow | mines (buildings); snowfields; | Mine Buildings; Snow; | Wallace"
"Coeur d'Alene (Idaho), 1894",1894,Snow plow- rotary (at water tank),snowplows; water tanks; | Snow removal; Water tanks;,--Kootenai County--Coeur d'Alene (Coeur d'Alene),47.571622,-116.443422,8-X00328,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/453,453,"Coeur d'Alene (Idaho), 1894 | 1894 | Snow plow- rotary (at water tank) | snowplows; water tanks; | Snow removal; Water tanks; | --Kootenai County--Coeur d'Alene (Coeur d'Alene)"
Post Falls (Idaho),,Showing Falls and Sawmill,sawmills; | Mills;,--Kootenai County--Post Falls (Post Falls),47.709118,-116.953765,8-X00329,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/454,454,Post Falls (Idaho) |  | Showing Falls and Sawmill | sawmills; | Mills; | --Kootenai County--Post Falls (Post Falls)
"Standard Mine, Mace (Idaho), 1912",1912,"A bright view from the hillside of the Standard Mine in Mace, Idaho.",buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees;,Mace (Burke),47.524022,-115.811022,8-X00276,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/455,455,"Standard Mine, Mace (Idaho), 1912 | 1912 | A bright view from the hillside of the Standard Mine in Mace, Idaho. | buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees; | Mace (Burke)"
"Hecla Mine, Burke (Idaho), 1912",1912,"A view outside of lower Burke, Idaho [1910] showing Hecla Mine.",| Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings;,Burke,47.519653,-115.814605,8-X00038,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/456,456,"Hecla Mine, Burke (Idaho), 1912 | 1912 | A view outside of lower Burke, Idaho [1910] showing Hecla Mine. |  | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings; | Burke"
"Wallace (Idaho), 1904",1904,Wallace Painters Union,architectural painters; | ;,Wallace,47.472504,-115.926902,8-X00330a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/457,457,"Wallace (Idaho), 1904 | 1904 | Wallace Painters Union | architectural painters; | ; | Wallace"
"Kingston (Idaho) Coeur d'Alene River, 1897",1897,Picnic party in boats,parties; boats; | Parties; Boats;,Kingston (Cataldo),47.552078,-116.329057,8-X00331,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/458,458,"Kingston (Idaho) Coeur d'Alene River, 1897 | 1897 | Picnic party in boats | parties; boats; | Parties; Boats; | Kingston (Cataldo)"
"Moscow (Idaho)  Roosevelt, Theodore (1858-1919), 1903",1903,Cadet Band from U. of I leading the Parade on 6th st. to Wallace in honor of Theodore Roosevelt,presidents; parades; | Presidents--United States; Parades;,--Latah County--Moscow (Moscow East),47.471644,-115.923878,8-X00332b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/459,459,"Moscow (Idaho)  Roosevelt, Theodore (1858-1919), 1903 | 1903 | Cadet Band from U. of I leading the Parade on 6th st. to Wallace in honor of Theodore Roosevelt | presidents; parades; | Presidents--United States; Parades; | --Latah County--Moscow (Moscow East)"
"Moscow (Idaho) Roosevelt, Theodore (1858-1919), 1903",1903,Caption on Front: Cadet Band from U. of I. leading the parade on 6th St. Wallace.,parades; bands (ensembles); | Parades; Marching Bands;,--Latah County--Moscow (Moscow East),47.471624,-115.923888,8-X00332,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/460,460,"Moscow (Idaho) Roosevelt, Theodore (1858-1919), 1903 | 1903 | Caption on Front: Cadet Band from U. of I. leading the parade on 6th St. Wallace. | parades; bands (ensembles); | Parades; Marching Bands; | --Latah County--Moscow (Moscow East)"
"Wardner (Idaho),  1912",1912,A small town snug in a valley surrounded by mountains,mountains; valleys (landforms); | Mountains; Valley;,Wardner (Kellogg West),47.522177,-116.135499,8-X00297,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/461,461,"Wardner (Idaho),  1912 | 1912 | A small town snug in a valley surrounded by mountains | mountains; valleys (landforms); | Mountains; Valley; | Wardner (Kellogg West)"
"Moscow (Idaho) Roosevelt, Theodore (1858-1919), 1903",1903,"Roosevelt speaking from platform when visiting University of Idaho, Moscow, Idaho.",presidents; | Presidents--United States;,--Latah County--Moscow (Moscow East),47.471634,-115.923898,8-X00332c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/462,462,"Moscow (Idaho) Roosevelt, Theodore (1858-1919), 1903 | 1903 | Roosevelt speaking from platform when visiting University of Idaho, Moscow, Idaho. | presidents; | Presidents--United States; | --Latah County--Moscow (Moscow East)"
"Coeur d'Alene (Idaho), 1904",1904,Snow plow- rotary on Coeur d'Alene cut off,snowplows; | Snow removal ;,--Kootenai County--Coeur d'Alene (Coeur d'Alene),47.571611,-116.443433,8-X00333,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/463,463,"Coeur d'Alene (Idaho), 1904 | 1904 | Snow plow- rotary on Coeur d'Alene cut off | snowplows; | Snow removal ; | --Kootenai County--Coeur d'Alene (Coeur d'Alene)"
"Charles H. Reeves home, (Idaho)",,Charles H. Reeves shows home at foot- bridge and creek,footbridges; creeks (bodies of water); | Streams;,,47.467408,-115.934483,8-X00335,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/464,464,"Charles H. Reeves home, (Idaho) |  | Charles H. Reeves shows home at foot- bridge and creek | footbridges; creeks (bodies of water); | Streams; |"
"Rex Mine, Bradyville (Idaho), 1910",1910,Interior showing machinery,interior spaces; machinery; | Milling machines;,,47.568001,-115.882001,8-X00336,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/465,465,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Interior showing machinery | interior spaces; machinery; | Milling machines; |"
"Hercules Mining Co, Burke (Idaho),  1901",1901,Men building cabins,cabins (dwellings); | Log cabins;,-- Shoshone County--Burke (Burke),47.547022,-115.827022,8-X00299,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/466,466,"Hercules Mining Co, Burke (Idaho),  1901 | 1901 | Men building cabins | cabins (dwellings); | Log cabins; | -- Shoshone County--Burke (Burke)"
"Hecla Mine, Burke (Idaho), 1910",1910,"A distant view of Burke, Idaho [1910] showing Hecla yard and shaft house in foreground, Tiger - poor man plant in background.",| Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings;,Burke,47.519663,-115.814615,8-X00039,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/467,467,"Hecla Mine, Burke (Idaho), 1910 | 1910 | A distant view of Burke, Idaho [1910] showing Hecla yard and shaft house in foreground, Tiger - poor man plant in background. |  | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Wooden-frame buildings; | Mining; Mine buildings; | Burke"
"Mace (Idaho), 1907",1907,The town of Mace being flooded with water,flood damage protection ; | Flood control;,Mace (Burke),47.519074,-115.821074,8-X00300,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/468,468,"Mace (Idaho), 1907 | 1907 | The town of Mace being flooded with water | flood damage protection ; | Flood control; | Mace (Burke)"
"Standard Mine, Mace (Idaho), 1910",1910,Distant view of the Standard Mine.,buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees;,Mace (Burke),47.524011,-115.811011,8-X00277,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/469,469,"Standard Mine, Mace (Idaho), 1910 | 1910 | Distant view of the Standard Mine. | buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees; | Mace (Burke)"
"Empire State-Idaho Mill, Sweeney (Idaho)",,Caption on Back: Located 3 miles west of Kellogg and 3 miles northwest of Wardner. (sandborn map),mills (buildings); | Mills;,Sweeney (Kellogg West),47.521099,-116.138699,8-X00301,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/470,470,"Empire State-Idaho Mill, Sweeney (Idaho) |  | Caption on Back: Located 3 miles west of Kellogg and 3 miles northwest of Wardner. (sandborn map) | mills (buildings); | Mills; | Sweeney (Kellogg West)"
"Rex Mine, Bradyville (Idaho), 1910",1910,Showing interior with men and machinery inside of the building,interior spaces;  ; machinery; | Men; Milling machines;,,47.538011,-115.882011,8-X00336c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/471,471,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Showing interior with men and machinery inside of the building | interior spaces;  ; machinery; | Men; Milling machines; |"
"Rex Mine, Bradyville (Idaho), 1910",1910,Idaho mine crew,miners; | Miners;,,47.538022,-115.882022,8-X00339a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/472,472,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Idaho mine crew | miners; | Miners; |"
"Rex Mine, Bradyville (Idaho), 1910",1910,Interior showing men and machinery,interior spaces;  ; machinery; | Men; Milling machines;,,47.538033,-115.882033,8-X00336b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/473,473,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Interior showing men and machinery | interior spaces;  ; machinery; | Men; Milling machines; |"
"Rex Mine, Bradyville (Idaho), 1910",1910,Tunnel Entrance,tunnels; | Tunnels;,,47.538044,-115.882044,8-X00337,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/474,474,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Tunnel Entrance | tunnels; | Tunnels; |"
"Rex Mill, Bradyville (Idaho), 1911",1911,"Winter scene, everything is cover in snow",winter; | ;,,47.538055,-115.882055,8-X00338,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/475,475,"Rex Mill, Bradyville (Idaho), 1911 | 1911 | Winter scene, everything is cover in snow | winter; | ; |"
"Rex Mine, Bradyville (Idaho), 1910",1910,Interior; showing group of men,interior spaces;  ; | Men;,,47.538066,-115.882066,8-X00339b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/476,476,"Rex Mine, Bradyville (Idaho), 1910 | 1910 | Interior; showing group of men | interior spaces;  ; | Men; |"
"Success Mine and Mill, Wallace (Idaho)",,"Made for Alameda lawsuit, far view of a mountain",mountains; | Mountains;,Wallace,47.527812,-115.883161,8-X00341a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/477,477,"Success Mine and Mill, Wallace (Idaho) |  | Made for Alameda lawsuit, far view of a mountain | mountains; | Mountains; | Wallace"
"Burke (Idaho), Burke Public School, 1907",1907-05,"Image shows the Burke Public School building in  Burke, Idaho; Taken May 1907.",schools (buildings); |,Burke,47.519673,-115.814625,8-X00040,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/478,478,"Burke (Idaho), Burke Public School, 1907 | 1907-05 | Image shows the Burke Public School building in  Burke, Idaho; Taken May 1907. | schools (buildings); |  | Burke"
"Success Mine, Wallace (Idaho), 1916",1916,Far view of mill,mills (buildings); | Mills;,Wallace,47.527864,-115.883169,8-X00341b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/479,479,"Success Mine, Wallace (Idaho), 1916 | 1916 | Far view of mill | mills (buildings); | Mills; | Wallace"
"Success Mine and Mill, Wallace (Idaho)",,Far view of mill,mills (buildings); | Mills;,Wallace,47.527854,-115.883152,8-X00340,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/480,480,"Success Mine and Mill, Wallace (Idaho) |  | Far view of mill | mills (buildings); | Mills; | Wallace"
"Success Mine, Wallace (Idaho), 1916",1916,"Made for Alameda lawsuit, in the distance you can see a railroad track",railroads; | Railroad tracks;,Wallace,47.527842,-115.883181,8-X00342b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/481,481,"Success Mine, Wallace (Idaho), 1916 | 1916 | Made for Alameda lawsuit, in the distance you can see a railroad track | railroads; | Railroad tracks; | Wallace"
"Success Mine, Wallace (Idaho), 1916",1916,"Made for Alameda lawsuit, up close is a tree on top of a mountain",mountains; trees; | Mountains; Trees;,Wallace,47.527832,-115.883191,8-X00342a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/482,482,"Success Mine, Wallace (Idaho), 1916 | 1916 | Made for Alameda lawsuit, up close is a tree on top of a mountain | mountains; trees; | Mountains; Trees; | Wallace"
"Success Mine, Wallace (Idaho), 1916",1916,"Mode for Alameda lawsuit for A.G. Keanes, in the distance you can see a railroad track",railroads; | Railroad tracks;,Wallace,47.527852,-115.883171,8-X00342c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/483,483,"Success Mine, Wallace (Idaho), 1916 | 1916 | Mode for Alameda lawsuit for A.G. Keanes, in the distance you can see a railroad track | railroads; | Railroad tracks; | Wallace"
"Standard Mine, Mace (Idaho)",,Image of a wooden mine out-building. A fast-moving stream runs down the narrow gulch.,buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees;,Mace (Burke),47.524022,-115.811022,8-X00278a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/484,484,"Standard Mine, Mace (Idaho) |  | Image of a wooden mine out-building. A fast-moving stream runs down the narrow gulch. | buildings; mines (extracting complexes); trees; railroads; | Silver mines and mining -- Idaho -- Shoshone County; Railroad tracks; Mine buildings; | Wooden buildings; Railroad tracks -- Mace; Trees; | Mace (Burke)"
"Wallace, (Idaho), 1916",1916,Soldiers leaving for Mexican war,soldiers; wars; | Solders;  ;,Wallace,47.472369,-115.924196,8-X00343,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/485,485,"Wallace, (Idaho), 1916 | 1916 | Soldiers leaving for Mexican war | soldiers; wars; | Solders;  ; | Wallace"
"Rex Mine, Bradyville (Idaho), 1906",1906,Close up of Rex Mine,mine structures; | Mine buildings;,Rex Mine,47.538088,-115.882077,8-X00344,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/486,486,"Rex Mine, Bradyville (Idaho), 1906 | 1906 | Close up of Rex Mine | mine structures; | Mine buildings; | Rex Mine"
"Rex Mine, Bradyville (Idaho), 1906",1906,Close up of Rex mine with a train in front,mine structures; railroads; | Mine buildings; Railroad tracks;,Rex Mine,47.538077,-115.882088,8-X00345,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/487,487,"Rex Mine, Bradyville (Idaho), 1906 | 1906 | Close up of Rex mine with a train in front | mine structures; railroads; | Mine buildings; Railroad tracks; | Rex Mine"
"National Mill, Mullan (Idaho), 1915",1915,"500- tons concentrator, close up of a mill",mills (buildings); | Mills;,Mullan (Mullan),47.487976,-115.747631,8-X00346,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/488,488,"National Mill, Mullan (Idaho), 1915 | 1915 | 500- tons concentrator, close up of a mill | mills (buildings); | Mills; |  Mullan (Mullan)"
"Burke (Idaho), 1903",1903-06,"A distant view of the town Burke, Idaho and the Hecla Mine; a railroad track can be seen going into town.",silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings;,Burke,47.519683,-115.814635,8-X00041,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/489,489,"Burke (Idaho), 1903 | 1903-06 | A distant view of the town Burke, Idaho and the Hecla Mine; a railroad track can be seen going into town. | silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings; | Burke"
"Standard Mine, Mace (Idaho)",,Photo of a mine portal on a hillside. An ore car sits at the mouth of the tunnel.,mines (extracting complexes); trees; | Silver mines and mining -- Idaho -- Shoshone County; | Wooden buildings; Trees;,Mace (Burke),47.524033,-115.811033,8-X00278b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/490,490,"Standard Mine, Mace (Idaho) |  | Photo of a mine portal on a hillside. An ore car sits at the mouth of the tunnel. | mines (extracting complexes); trees; | Silver mines and mining -- Idaho -- Shoshone County; | Wooden buildings; Trees; | Mace (Burke)"
"Standard Mine, Mace (Idaho)",,A small air compressor located inside a wooden building. Various tools are hanging on the wall.,equipment; business (commercial function); | Silver mines and mining -- Idaho -- Shoshone County; | Rubber machinery ;,Mace (Burke),47.524044,-115.811044,8-X00278c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/491,491,"Standard Mine, Mace (Idaho) |  | A small air compressor located inside a wooden building. Various tools are hanging on the wall. | equipment; business (commercial function); | Silver mines and mining -- Idaho -- Shoshone County; | Rubber machinery ; | Mace (Burke)"
"Standard Mine, Mace (Idaho)",,"View of a portal for the Standard Mine. A little cabin stands uphill, with a larger wooden building below. Caption from front: ""Distant view of entrance"".",buildings; mines (extracting complexes); trees; | Silver mines and mining -- Idaho -- Shoshone County; | Wooden buildings; Trees;,Mace (Burke),47.524054,-115.811054,8-X00278d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/492,492,"Standard Mine, Mace (Idaho) |  | View of a portal for the Standard Mine. A little cabin stands uphill, with a larger wooden building below. Caption from front: ""Distant view of entrance"". | buildings; mines (extracting complexes); trees; | Silver mines and mining -- Idaho -- Shoshone County; | Wooden buildings; Trees; | Mace (Burke)"
"Standard Mine, Mace (Idaho)",,"Image of two miners in their stope. One man is holding a drill, next to a jack wedged between the tunnel walls. Caption from front: ""Men using  hand-crank Liner"".",groups of people; equipment; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; | Miners ; Mining equipment ;,Mace (Burke),47.524066,-115.811066,8-X00278e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/493,493,"Standard Mine, Mace (Idaho) |  | Image of two miners in their stope. One man is holding a drill, next to a jack wedged between the tunnel walls. Caption from front: ""Men using  hand-crank Liner"". | groups of people; equipment; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; | Miners ; Mining equipment ; | Mace (Burke)"
"Standard Mine, Mace (Idaho)",,Two unidentified men standing in front of a cabin at the Standard Mine site.,buildings; groups of people; firewood; | Silver mines and mining -- Idaho -- Shoshone County; | Miners ; Mining equipment ;,Mace (Burke),47.524044,-115.811044,8-X00278f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/494,494,"Standard Mine, Mace (Idaho) |  | Two unidentified men standing in front of a cabin at the Standard Mine site. | buildings; groups of people; firewood; | Silver mines and mining -- Idaho -- Shoshone County; | Miners ; Mining equipment ; | Mace (Burke)"
"Wallace (Idaho), Wallace Hospital, 1909",1909,"Exterior view of the hospital in Wallace, Idaho. Several people are standing on the 2nd floor balcony.",public buildings; groups of people; hospital; | Buildings--Wallace (Idaho); | People; Hospital -- Idaho-- Wallace; Wooden buildings;,Wallace,47.472311,-115.931307,8-X00279a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/495,495,"Wallace (Idaho), Wallace Hospital, 1909 | 1909 | Exterior view of the hospital in Wallace, Idaho. Several people are standing on the 2nd floor balcony. | public buildings; groups of people; hospital; | Buildings--Wallace (Idaho); | People; Hospital -- Idaho-- Wallace; Wooden buildings; | Wallace"
"Wallace (Idaho), Library, 1912",1912,Exterior view of the Wallace Carnegie Library.,public buildings; Carnegie libraries; | Carnegie libraries; Buildings--Wallace (Idaho); | Libraries; Wooden buildings;,Wallace,47.474144,-115.925884,8-X00280,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/496,496,"Wallace (Idaho), Library, 1912 | 1912 | Exterior view of the Wallace Carnegie Library. | public buildings; Carnegie libraries; | Carnegie libraries; Buildings--Wallace (Idaho); | Libraries; Wooden buildings; | Wallace"
"Mammoth and Standard Mills, Wallace (Idaho), 1907",1907,"Exterior, far view of the mill",mills (buildings); | Mills;,Wallace,47.519384,-115.849015,8-X00347a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/497,497,"Mammoth and Standard Mills, Wallace (Idaho), 1907 | 1907 | Exterior, far view of the mill | mills (buildings); | Mills; | Wallace"
"Mammoth and Standard Mills, Wallace (Idaho), 1907",1907,"Exterior view, far view of the mill",mills (buildings); | Mills;,Wallace,47.519364,-115.849025,8-X00347b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/498,498,"Mammoth and Standard Mills, Wallace (Idaho), 1907 | 1907 | Exterior view, far view of the mill | mills (buildings); | Mills; | Wallace"
"Coeur d'Alene (Idaho), 1898",1898,Snow plow on Coeur d'Alene cut off,snow removal; | Snow removal;,--Kootenai County--Coeur d'Alene (Coeur d'Alene),47.571655,-116.443444,8-X00361,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/499,499,"Coeur d'Alene (Idaho), 1898 | 1898 | Snow plow on Coeur d'Alene cut off | snow removal; | Snow removal; | --Kootenai County--Coeur d'Alene (Coeur d'Alene)"
"Burke (Idaho), 1899",1899,"A distant view of the town of  Burke, Idaho and building of Hecla Mine; a railroad track can be seen going into town.",silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings;,Burke,47.519693,-115.814645,8-X00042,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/500,500,"Burke (Idaho), 1899 | 1899 | A distant view of the town of  Burke, Idaho and building of Hecla Mine; a railroad track can be seen going into town. | silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings; | Burke"
"Success Mine, Wallace (Idaho), 1913",1913,Winter scene of a mine with a horse drawn sleigh in front,snow (precipitation); sleigh; | Sleds and sleighs; Snow;,Wallace,47.527022,-115.883023,8-X00362,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/501,501,"Success Mine, Wallace (Idaho), 1913 | 1913 | Winter scene of a mine with a horse drawn sleigh in front | snow (precipitation); sleigh; | Sleds and sleighs; Snow; | Wallace"
"Success Mill, Wallace (Idaho), 1909",1909,"Far view of mill, with burnt trees surrounding it",trees; mills (buildings); | Dead Trees; Mills;,Wallace,47.471669,-115.801284,8-X00363,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/502,502,"Success Mill, Wallace (Idaho), 1909 | 1909 | Far view of mill, with burnt trees surrounding it | trees; mills (buildings); | Dead Trees; Mills; | Wallace"
